Date,Pattern,Timeframe,Direction,Entry,Stop,Target,R:R,Correction%,EMA_Aligned,MACD_Aligned,Valid
2024-02-25 00:00:00+00:00,ICI,1d,SHORT,51733.23828125,52040.379296875,50070.26271875,5.414371503317553,0.7682457058119074,False,False,False
2024-05-25 00:00:00+00:00,ICI,1d,SHORT,69265.9453125,69858.795703125,64836.607,7.4712581496834,0.5765028506255442,False,False,False
2024-06-07 00:00:00+00:00,ICI,1d,LONG,69342.5859375,68286.26328125,72937.6243125,3.4033525208694813,0.73037016611695,True,True,True
2024-07-23 00:00:00+00:00,ICI,1d,LONG,65927.671875,65232.2828125,69744.75525,5.489133466202612,0.5726994188135867,True,True,True
2024-10-04 00:00:00+00:00,ICI,1d,SHORT,62067.4765625,62769.6119140625,58345.25790625,5.301283645620087,0.40660121078163025,False,False,False
2024-10-31 00:00:00+00:00,ICI,1d,LONG,70215.1875,69229.669140625,75540.1308125,5.403190373720705,0.5524348644134035,True,True,True
2025-02-10 00:00:00+00:00,ICI,1d,SHORT,97437.5546875,98637.80546875,93996.93106249999,2.8665872822151233,0.43983138012316897,True,True,True
2025-03-12 00:00:00+00:00,ICI,1d,SHORT,83722.359375,85127.7953125,73236.05225,7.461248745106864,0.45097694693671936,True,True,True
2025-04-01 00:00:00+00:00,ICI,1d,SHORT,85169.171875,85783.19765625,79963.93225,8.477233015205666,0.6615473389266974,True,False,False
2025-06-04 00:00:00+00:00,ICI,1d,LONG,104731.984375,104091.593359375,106725.949625,3.1136683703376646,0.6114422227820209,True,False,False
2025-08-04 00:00:00+00:00,ICI,1d,SHORT,115071.8828125,116120.169921875,109880.35125,4.9523947362047025,0.47654107449047434,True,False,False
2025-09-05 00:00:00+00:00,ICI,1d,LONG,110650.984375,109080.77421875,114049.7273125,2.1645146823001897,0.6104281077467535,False,False,False
2025-10-13 00:00:00+00:00,ICI,1d,SHORT,115271.078125,116978.330859375,99371.7291875,9.312826752226904,0.5970722082862476,False,False,False
2025-10-19 00:00:00+00:00,ICI,1d,SHORT,108666.7109375,110084.21484375,100360.4184375,5.859802194107707,0.494820084395939,True,True,True
2025-10-28 00:00:00+00:00,ICI,1d,LONG,112956.1640625,111906.055859375,117358.699875,4.192459214582443,0.3849900273197751,False,False,False
2025-11-01 00:00:00+00:00,ICI,1d,SHORT,110064.015625,111526.6515625,103684.8055,4.361447685952257,0.47037579098935245,True,False,False
2023-11-23 17:00:00+00:00,ICI,1h,SHORT,37168.984375,37258.752734375,36728.00840625,4.912376385401792,0.4150889146874695,False,False,False
2023-11-26 09:00:00+00:00,ICI,1h,LONG,37773.60546875,37746.8060546875,37830.67475,2.129497350833926,0.6069311642798425,True,False,False
2023-11-28 07:00:00+00:00,ICI,1h,SHORT,37124.89453125,37169.534765625,36786.58446875,7.5785906421999965,0.6747188840765367,True,False,False
2023-11-29 01:00:00+00:00,ICI,1h,SHORT,37959.48046875,38101.8705078125,37581.7381875,2.6528701286766294,0.6966423648033538,False,False,False
2023-11-30 01:00:00+00:00,ICI,1h,LONG,37710.38671875,37697.84140625,37939.0980625,18.230820774693946,0.6395410387345871,False,False,False
2023-11-30 17:00:00+00:00,ICI,1h,SHORT,37737.19140625,37774.1380859375,37416.5956875,8.677253855059698,0.5270251467900972,True,True,True
